machine_id,serial_number,device_type,manufacturer,firmware_version,mac_address,ip_address,installation_date,latitude,longitude,municipio,operating_center,reference_network,connectivity_type,signal_strength_dbm,machine_type,sector,shift,age_days,maintenance_delay_days,tool_wear_pct,temperature_c,vibration_mm_s,pressure_bar,oil_level_pct,coolant_level_pct,humidity_pct,voltage_v,current_a,power_kw,rpm,noise_db,smoke_ppm,gas_ppm,network_latency_ms,error_count_24h,restart_count_7d,severity
M-066,SN-RM-0066-52407,Vibration Sensor Node,Yokogawa,3.2.5,EF:44:F6:D7:1C:DF,10.2.122.203,2023-06-23,41.801986,12.449669,Municipio IX,CO Aurelia,RETE_ELETTRICA,WiFi,-57.9,TURBINE,B2,DAY,3408,49,85.77,102.19,3.58,17.23,51.74,74.48,65.06,391.95,63.84,101.74,5253.39,61.84,0.57,2.16,35.8,3,0,MAINTENANCE
M-067,SN-RM-0067-99845,Speed Sensor Node,Emerson,2.3.1,E6:8A:0D:1D:27:4D,10.4.200.36,2018-04-01,41.731396,12.616944,Municipio VIII,CO EUR,RETE_ENERGIA,5G,-56.1,TURBINE,C1,DAY,1216,18,70.2,96.23,3.31,17.78,37.17,75.25,68.03,400.98,92.86,90.99,5267.41,67.08,1.3,1.37,52.69,4,1,MAINTENANCE
M-068,SN-RM-0068-71602,Smart Flow Sensor,Siemens,2.4.0,D8:78:96:04:20:60,10.3.229.105,2023-11-28,41.848339,12.759495,Municipio III,CO EUR,RETE_IDRICA,WiFi,-55.2,TURBINE,C2,DAY,973,7,55.3,88.54,2.46,13.72,81.73,84.66,61.07,412.47,96.19,78.74,5046.42,64.3,0.3,0.0,35.51,0,1,NORMAL
M-069,SN-RM-0069-61606,Compressor Edge Node,ABB,3.1.2,7D:59:AC:D7:E1:B7,10.2.221.66,2021-12-20,41.774359,12.491709,Municipio III,CO Roma Centro,RETE_GAS,Ethernet,-62.6,COMPRESSOR,A1,DAY,3247,67,100.0,115.27,6.39,18.07,23.61,32.91,47.08,400.37,85.57,74.6,3328.59,93.2,23.57,25.17,78.58,26,9,SEVERE
M-070,SN-RM-0070-83289,Electric Edge Monitor,Siemens,3.0.0,5A:C8:8B:7F:21:46,10.5.168.233,2021-04-30,41.96115,12.467583,Municipio VI,CO Roma Sud,RETE_ELETTRICA,4G,-55.2,TURBINE,C1,DAY,1929,66,97.11,117.09,5.29,17.59,41.45,25.41,32.7,415.83,87.61,92.59,5472.73,72.32,19.43,2.63,88.95,14,3,FAILURE
M-071,SN-RM-0071-89671,Power Edge Controller,Emerson,2.4.0,53:13:86:DA:44:CF,10.3.81.11,2017-10-15,41.814232,12.680398,Municipio XIII,CO Ostiense,RETE_ENERGIA,LoRaWAN,-55.4,MOTOR,A1,NIGHT,40,27,49.54,74.16,1.61,5.7,61.74,89.32,35.64,406.31,49.56,46.76,1535.54,60.33,5.77,0.18,10.24,1,1,NORMAL
M-072,SN-RM-0072-29042,Smart Flow Sensor,GE Digital,4.0.0,08:21:0C:DA:3C:D6,10.9.150.42,2021-07-14,41.796686,12.307098,Municipio V,CO Roma Ovest,RETE_IDRICA,Ethernet,-46.3,PUMP,A2,DAY,1901,13,71.81,74.32,3.03,8.75,66.05,72.71,44.65,391.1,18.46,43.39,1471.42,65.04,5.87,1.02,59.37,0,1,NORMAL
M-073,SN-RM-0073-91326,Gas IoT Sensor,Bosch,2.4.0,F9:8A:E3:2A:B6:01,10.1.143.180,2021-01-16,41.83949,12.628612,Municipio IX,CO Roma Centro,RETE_GAS,5G,-45.2,MOTOR,B1,DAY,988,65,93.77,81.98,0.81,8.21,14.43,91.46,54.54,410.0,36.89,46.33,1768.25,70.41,1.02,1.13,81.51,2,1,MAINTENANCE
M-074,SN-RM-0074-92303,Vibration Sensor Node,Siemens,3.0.0,5F:AD:F6:26:DE:4E,10.6.12.155,2018-04-18,41.939104,12.663902,Municipio XI,CO Tiburtina,RETE_ELETTRICA,LoRaWAN,-68.2,MOTOR,A2,NIGHT,2898,22,50.49,84.63,3.04,7.04,55.89,84.45,84.71,390.02,50.39,57.01,1927.23,83.33,4.24,0.42,26.75,6,0,WARNING
M-075,SN-RM-0075-84370,Speed Sensor Node,Yokogawa,3.2.5,76:17:54:D5:50:28,10.8.115.73,2020-03-26,41.811758,12.329531,Municipio I,CO Roma Ovest,RETE_ENERGIA,5G,-76.5,PUMP,A1,NIGHT,2156,67,58.63,68.03,2.83,6.78,60.61,62.76,34.6,395.58,36.52,43.29,1484.14,65.92,3.96,1.42,29.54,3,0,MAINTENANCE
M-076,SN-RM-0076-69974,Pump Monitor Gateway,Yokogawa,3.2.5,20:05:50:BB:D1:E3,10.4.162.244,2016-05-24,41.954839,12.669754,Municipio I,CO Tiburtina,RETE_IDRICA,WiFi,-69.8,MOTOR,B2,NIGHT,2662,0,23.68,70.43,2.45,6.43,73.13,89.32,83.6,394.23,43.08,56.93,1643.45,74.17,0.0,1.15,36.36,1,0,NORMAL
M-077,SN-RM-0077-33249,Compressor Edge Node,Schneider Electric,3.0.0,B1:D2:FD:55:73:04,10.6.115.104,2016-12-07,41.75939,12.230623,Municipio V,CO Aurelia,RETE_GAS,5G,-67.0,COMPRESSOR,B2,NIGHT,2733,59,51.01,70.62,2.48,13.51,61.86,73.1,60.12,391.72,46.63,53.54,3015.53,64.37,0.0,0.0,21.11,1,0,NORMAL
M-078,SN-RM-0078-38734,Vibration Sensor Node,Honeywell,3.2.5,03:FF:5C:78:66:7D,10.4.250.232,2018-10-01,41.849015,12.367255,Municipio XI,CO Roma Est,RETE_ELETTRICA,4G,-60.0,TURBINE,C2,DAY,3514,28,47.95,92.28,1.58,15.56,85.72,70.28,79.25,391.19,78.02,88.79,5179.14,67.31,2.21,2.27,60.67,0,0,NORMAL
M-079,SN-RM-0079-38827,Speed Sensor Node,Schneider Electric,2.3.1,C8:40:5C:63:66:93,10.1.246.61,2019-06-07,41.828039,12.583059,Municipio I,CO EUR,RETE_ENERGIA,LoRaWAN,-59.9,TURBINE,B1,DAY,2775,37,100.0,105.02,3.65,15.88,60.5,71.92,65.79,415.22,79.01,98.0,5136.12,64.79,5.41,1.32,52.07,3,0,MAINTENANCE
M-080,SN-RM-0080-37451,Pressure IoT Node,ABB,3.2.5,B9:E4:42:FF:09:52,10.4.238.14,2022-03-08,41.822064,12.756121,Municipio II,CO Roma Centro,RETE_IDRICA,WiFi,-39.8,COMPRESSOR,B2,DAY,1641,11,69.34,76.2,2.39,11.5,69.98,92.28,39.02,383.78,53.8,62.79,2955.71,70.45,1.36,2.18,39.32,0,0,NORMAL
M-081,SN-RM-0081-76740,Pressure Transmitter IoT,Yokogawa,4.1.3,D1:86:6F:7E:9B:FB,10.9.16.51,2019-03-27,41.988066,12.600369,Municipio VIII,CO Roma Ovest,RETE_GAS,Ethernet,-56.2,MOTOR,A2,DAY,2827,0,73.67,78.61,2.13,7.94,67.16,97.9,77.24,411.34,36.61,53.21,1780.77,57.14,2.94,4.41,49.6,1,0,NORMAL
M-082,SN-RM-0082-53389,Vibration Sensor Node,Schneider Electric,2.3.1,9D:A2:EC:FA:3B:3E,10.5.73.156,2019-11-23,41.873831,12.389818,Municipio X,CO Flaminia,RETE_ELETTRICA,Ethernet,-58.0,MOTOR,C1,NIGHT,2781,39,100.0,82.87,2.81,7.48,62.31,53.04,84.38,404.7,48.19,37.69,1692.41,76.09,2.57,0.0,55.57,1,1,MAINTENANCE
M-083,SN-RM-0083-47449,Turbine IoT Gateway,Bosch,2.4.0,CA:16:FE:C6:E7:79,10.7.208.202,2018-03-29,41.833393,12.730427,Municipio XI,CO Ostiense,RETE_ENERGIA,WiFi,-62.1,COMPRESSOR,B1,DAY,850,69,44.95,94.12,2.55,12.23,74.23,76.35,43.72,398.45,58.97,69.88,2805.25,74.64,2.18,0.0,39.16,5,1,MAINTENANCE
M-084,SN-RM-0084-79068,Pressure IoT Node,Bosch,4.0.0,0A:C2:6B:72:30:94,10.3.247.10,2017-11-24,41.742039,12.735436,Municipio III,CO Roma Ovest,RETE_IDRICA,WiFi,-74.0,COMPRESSOR,B2,DAY,2356,50,82.42,130.17,6.43,16.13,7.0,44.57,46.41,398.2,91.61,77.14,2995.8,76.82,41.81,40.16,89.32,15,6,SEVERE
M-085,SN-RM-0085-79594,Pressure Transmitter IoT,Yokogawa,4.0.0,99:6F:E7:51:A5:FA,10.4.50.182,2022-11-05,41.79073,12.456454,Municipio VII,CO Ostiense,RETE_GAS,4G,-64.0,TURBINE,C2,DAY,845,0,34.12,101.69,3.89,18.33,56.21,64.65,65.34,403.93,76.12,105.26,4968.69,80.36,4.37,1.32,37.36,8,4,WARNING
M-086,SN-RM-0086-60084,Electric Edge Monitor,GE Digital,3.0.0,08:C6:80:79:AE:BA,10.1.46.217,2022-02-22,41.842115,12.23463,Municipio VIII,CO Ostiense,RETE_ELETTRICA,4G,-64.7,MOTOR,B2,NIGHT,3414,47,40.69,65.99,1.13,9.23,67.1,84.17,45.96,390.56,41.55,60.75,1847.44,62.88,3.3,0.0,13.35,0,1,NORMAL
M-087,SN-RM-0087-83085,Speed Sensor Node,Bosch,3.0.0,F5:76:E7:EA:B5:AD,10.3.246.239,2022-10-08,41.786116,12.574493,Municipio XIV,CO Prenestina,RETE_ENERGIA,LoRaWAN,-33.7,MOTOR,C1,DAY,2190,29,59.22,78.61,1.92,6.35,53.41,65.58,65.34,394.58,38.34,41.07,1872.69,72.95,3.54,2.45,48.65,1,0,NORMAL
M-088,SN-RM-0088-75477,Smart Flow Sensor,Honeywell,4.1.3,42:8B:FC:40:7D:B8,10.3.77.98,2018-01-28,41.77749,12.390543,Municipio XV,CO Roma Nord,RETE_IDRICA,LoRaWAN,-51.3,TURBINE,B1,DAY,2157,25,54.68,88.58,2.45,14.35,58.8,100.0,50.37,392.14,72.89,95.6,5340.53,71.36,1.48,1.86,30.35,0,0,NORMAL
M-089,SN-RM-0089-60358,Compressor Edge Node,Siemens,3.2.5,86:7D:A5:40:78:96,10.7.208.188,2021-04-09,41.97859,12.416861,Municipio XI,CO Roma Centro,RETE_GAS,WiFi,-50.2,PUMP,B1,DAY,933,10,36.22,70.76,1.41,9.71,64.94,58.23,63.7,407.53,43.7,36.76,1467.34,72.06,0.0,1.01,38.26,2,1,NORMAL
M-090,SN-RM-0090-50451,Electric Edge Monitor,Emerson,4.0.0,37:FA:9C:CA:14:51,10.3.84.89,2016-12-18,41.805747,12.32928,Municipio V,CO Roma Est,RETE_ELETTRICA,Ethernet,-63.4,COMPRESSOR,B1,DAY,3639,17,85.05,78.04,2.31,11.46,60.5,58.95,42.69,407.86,56.33,58.07,3065.99,76.21,2.49,0.0,63.63,0,0,NORMAL
M-091,SN-RM-0091-67287,Speed Sensor Node,Honeywell,4.1.3,82:FF:27:7B:09:C6,10.7.150.49,2022-12-07,41.7949,12.458448,Municipio IX,CO Tiburtina,RETE_ENERGIA,Ethernet,-64.0,COMPRESSOR,B2,NIGHT,2181,42,54.34,75.62,1.25,11.36,57.35,57.91,53.75,377.57,40.24,49.78,2803.57,70.38,2.61,2.34,51.29,2,1,NORMAL
M-092,SN-RM-0092-97860,Smart Flow Sensor,Honeywell,3.2.5,BA:16:08:FB:82:17,10.9.118.120,2018-05-20,41.797149,12.492213,Municipio VII,CO Prenestina,RETE_IDRICA,4G,-44.2,MOTOR,C2,NIGHT,394,49,35.34,87.73,1.89,6.56,72.07,60.21,45.87,400.41,51.2,47.57,1666.06,73.97,1.03,3.83,39.98,4,0,MAINTENANCE
M-093,SN-RM-0093-22234,Gas IoT Sensor,ABB,2.3.1,43:31:8E:66:6F:27,10.4.104.160,2022-02-13,41.9714,12.546839,Municipio XIV,CO Prenestina,RETE_GAS,WiFi,-52.5,MOTOR,B2,NIGHT,3015,8,75.78,75.12,1.7,5.24,37.72,54.67,73.32,395.99,37.94,55.86,1838.56,68.15,1.41,0.8,43.41,1,2,NORMAL
M-094,SN-RM-0094-73841,Motor IoT Controller,Yokogawa,2.3.1,4A:3A:AF:66:65:7A,10.4.217.128,2018-04-30,41.915875,12.600801,Municipio XV,CO Roma Est,RETE_ELETTRICA,LoRaWAN,-66.1,MOTOR,A1,DAY,3106,0,60.39,80.32,1.26,7.65,50.38,93.88,41.78,420.31,42.97,58.17,1746.27,67.82,0.83,1.18,44.77,2,0,NORMAL
M-095,SN-RM-0095-68956,Speed Sensor Node,Emerson,3.0.0,71:BE:55:00:6A:B7,10.4.48.129,2023-11-29,41.737473,12.502995,Municipio XIV,CO Ostiense,RETE_ENERGIA,4G,-49.4,TURBINE,B2,NIGHT,1699,23,77.71,87.35,3.33,16.71,96.2,78.98,87.85,395.15,71.13,75.74,5684.85,72.92,1.33,2.87,50.32,3,0,NORMAL
M-096,SN-RM-0096-53532,Pressure IoT Node,Siemens,3.0.0,A8:D8:6A:6C:E6:4E,10.5.241.88,2015-09-15,41.985827,12.748136,Municipio V,CO Aurelia,RETE_IDRICA,4G,-49.1,MOTOR,C1,NIGHT,3396,10,82.33,73.49,0.7,5.49,96.36,83.11,40.57,398.3,43.29,50.41,1654.92,62.95,2.55,0.85,48.58,0,0,NORMAL
M-097,SN-RM-0097-89880,Pressure Transmitter IoT,ABB,3.2.5,99:03:3B:E7:2D:33,10.8.183.120,2021-04-07,41.941789,12.778415,Municipio IX,CO Roma Ovest,RETE_GAS,Ethernet,-35.3,PUMP,B1,DAY,578,34,68.3,77.52,2.75,10.83,62.39,82.47,66.94,390.66,31.48,53.7,1423.83,63.48,1.12,0.29,29.92,1,1,MAINTENANCE
M-098,SN-RM-0098-93223,Vibration Sensor Node,ABB,4.0.0,B4:C2:8B:57:19:6E,10.8.23.172,2022-04-18,41.928086,12.684022,Municipio II,CO Roma Est,RETE_ELETTRICA,WiFi,-54.9,PUMP,A1,NIGHT,2606,48,100.0,81.3,4.4,13.1,3.31,30.78,55.44,394.78,49.89,54.37,1473.24,77.73,13.81,10.68,75.44,14,3,FAILURE
M-099,SN-RM-0099-81922,Turbine IoT Gateway,GE Digital,3.1.2,FE:49:85:C2:1C:44,10.7.19.108,2022-11-04,41.825788,12.359225,Municipio XV,CO Roma Nord,RETE_ENERGIA,WiFi,-79.4,TURBINE,C2,DAY,2661,76,100.0,112.67,4.47,18.28,3.73,48.63,54.78,406.88,97.38,112.34,6576.99,79.06,16.61,6.01,88.31,7,5,FAILURE
M-100,SN-RM-0100-58490,Pressure IoT Node,ABB,2.3.1,55:57:0E:06:38:93,10.8.24.8,2018-06-09,41.960286,12.361054,Municipio XV,CO Tiburtina,RETE_IDRICA,Ethernet,-53.1,TURBINE,C2,NIGHT,2481,17,44.73,85.85,3.81,14.99,58.65,66.17,51.23,405.47,80.38,87.06,5065.87,70.04,0.25,0.07,26.23,0,0,NORMAL
M-101,SN-RM-0101-57362,Pressure Transmitter IoT,Schneider Electric,2.3.1,AE:E7:D3:C1:FD:CE,10.4.237.219,2020-06-05,41.791787,12.517063,Municipio XV,CO Roma Nord,RETE_GAS,Ethernet,-65.7,COMPRESSOR,C2,DAY,1800,5,23.04,76.98,2.41,13.27,51.13,67.6,41.15,396.43,39.97,50.47,2804.67,68.52,0.0,0.83,55.88,1,1,NORMAL
M-102,SN-RM-0102-78289,Motor IoT Controller,GE Digital,3.1.2,CD:9B:0E:2F:D7:72,10.9.232.251,2022-01-03,41.730453,12.32244,Municipio XII,CO Roma Ovest,RETE_ELETTRICA,WiFi,-53.8,COMPRESSOR,A1,DAY,1027,11,44.3,74.35,2.45,11.37,90.54,80.12,32.25,412.08,65.14,65.01,3065.53,68.51,0.0,0.0,43.83,1,0,NORMAL
M-103,SN-RM-0103-82442,Turbine IoT Gateway,Honeywell,3.0.0,F6:82:E2:1B:94:DD,10.9.249.124,2017-12-23,41.850153,12.287562,Municipio VIII,CO Casilina,RETE_ENERGIA,5G,-66.5,TURBINE,B2,NIGHT,2006,54,82.16,95.33,3.68,14.47,54.77,77.65,59.28,403.37,70.59,79.56,5381.45,76.34,4.3,0.93,18.92,2,0,MAINTENANCE
M-104,SN-RM-0104-87208,Smart Flow Sensor,Bosch,2.4.0,49:8F:1F:76:EC:E4,10.1.53.110,2017-02-11,41.747253,12.565419,Municipio II,CO Casilina,RETE_IDRICA,5G,-70.3,PUMP,B2,NIGHT,3029,51,71.88,73.64,2.5,7.6,31.72,83.03,20.35,392.34,35.0,55.7,1494.58,69.54,4.61,0.0,55.14,4,0,MAINTENANCE
M-105,SN-RM-0105-98973,Pressure Transmitter IoT,Yokogawa,3.1.2,C0:6A:64:11:D3:2A,10.3.125.160,2016-06-14,41.744328,12.735992,Municipio X,CO Aurelia,RETE_GAS,4G,-63.1,MOTOR,B2,DAY,3343,34,80.43,87.19,1.95,7.95,80.72,63.55,45.34,394.94,47.73,50.95,1759.68,74.52,3.73,0.76,29.95,1,0,NORMAL
M-106,SN-RM-0106-16482,Motor IoT Controller,Honeywell,3.0.0,1C:5D:DF:C4:DA:89,10.8.6.163,2021-10-13,41.801885,12.776767,Municipio V,CO Roma Ovest,RETE_ELETTRICA,LoRaWAN,-54.6,PUMP,C1,NIGHT,2971,34,72.16,64.71,2.44,10.52,41.46,69.87,59.32,389.21,26.4,41.22,1494.32,76.72,3.56,0.0,36.51,3,0,MAINTENANCE
M-107,SN-RM-0107-62743,Speed Sensor Node,Siemens,4.1.3,C3:44:5B:6F:F1:B4,10.8.20.35,2015-02-25,41.828139,12.591459,Municipio VI,CO Tiburtina,RETE_ENERGIA,LoRaWAN,-66.7,COMPRESSOR,A2,DAY,2182,23,36.47,79.3,1.69,12.03,70.04,87.83,53.87,397.45,38.75,50.14,2832.27,67.95,0.78,1.94,35.81,2,1,NORMAL
M-108,SN-RM-0108-68249,Smart Flow Sensor,Schneider Electric,3.2.5,FF:17:EF:AE:E2:D1,10.3.116.163,2022-01-06,41.770021,12.614095,Municipio XV,CO Roma Sud,RETE_IDRICA,Ethernet,-75.5,MOTOR,A2,DAY,2903,8,40.34,76.75,1.54,5.11,67.84,57.13,44.58,403.99,48.97,47.72,1823.63,58.91,0.0,2.06,65.07,0,0,NORMAL
M-109,SN-RM-0109-24035,Pressure Transmitter IoT,ABB,2.3.1,DF:E9:4D:B4:1F:67,10.4.104.172,2018-01-15,41.868938,12.678954,Municipio VII,CO Tiburtina,RETE_GAS,5G,-63.9,TURBINE,C1,DAY,1260,34,85.74,110.28,4.78,18.05,58.44,47.75,98.53,403.75,93.59,99.03,5590.44,79.1,0.0,3.11,34.89,6,1,WARNING
M-110,SN-RM-0110-50134,Motor IoT Controller,Bosch,3.2.5,61:F6:A1:77:68:08,10.4.110.133,2016-12-24,41.987241,12.578514,Municipio XII,CO Roma Sud,RETE_ELETTRICA,WiFi,-49.0,PUMP,B1,DAY,2302,30,80.5,68.22,1.71,8.61,77.36,88.16,53.53,385.87,28.59,37.71,1478.5,80.38,4.72,0.0,61.32,1,0,NORMAL
M-111,SN-RM-0111-12291,Turbine IoT Gateway,Emerson,3.0.0,6C:28:16:85:E1:FC,10.2.23.150,2015-08-07,41.855142,12.655016,Municipio IX,CO EUR,RETE_ENERGIA,LoRaWAN,-62.4,MOTOR,C1,NIGHT,304,42,77.45,88.21,2.95,8.28,60.97,61.3,53.34,397.63,34.71,43.91,1730.26,74.34,4.88,0.94,55.05,3,1,MAINTENANCE
M-112,SN-RM-0112-34787,Pump Monitor Gateway,ABB,3.0.0,6A:45:83:FF:6A:4C,10.7.134.74,2015-11-07,41.925852,12.453818,Municipio VIII,CO Roma Centro,RETE_IDRICA,Ethernet,-56.5,PUMP,B1,NIGHT,344,36,44.29,66.72,1.8,9.8,73.52,82.43,41.09,400.4,35.61,30.49,1396.61,77.41,2.77,0.0,16.89,2,0,NORMAL
M-113,SN-RM-0113-46862,Gas IoT Sensor,GE Digital,4.0.0,84:23:B9:1C:4E:07,10.9.150.98,2016-02-04,41.804545,12.509786,Municipio X,CO Aurelia,RETE_GAS,Ethernet,-58.9,PUMP,B1,NIGHT,2449,44,87.5,70.17,2.27,12.96,53.27,54.57,60.53,392.57,29.51,47.82,1351.16,78.54,1.49,0.68,46.15,4,0,MAINTENANCE
M-114,SN-RM-0114-36460,Electric Edge Monitor,Siemens,3.0.0,52:8E:3E:CE:04:4C,10.3.76.85,2015-09-14,41.941126,12.545145,Municipio IX,CO Prenestina,RETE_ELETTRICA,4G,-55.5,PUMP,A1,NIGHT,2471,10,21.43,67.61,2.26,10.0,55.56,92.84,82.82,400.78,37.37,41.85,1567.88,61.86,2.41,0.0,31.79,1,0,NORMAL
M-115,SN-RM-0115-43981,Speed Sensor Node,Siemens,4.0.0,B6:C9:B7:C9:6D:D2,10.9.102.69,2019-08-28,41.958725,12.260734,Municipio V,CO Ostiense,RETE_ENERGIA,LoRaWAN,-56.7,TURBINE,A2,DAY,2182,0,79.43,89.53,2.83,13.44,92.81,79.35,51.42,406.45,71.14,85.52,5103.6,56.88,3.72,2.79,29.48,0,0,NORMAL
M-116,SN-RM-0116-99175,Pressure IoT Node,Siemens,4.1.3,8B:BA:DA:97:F6:8A,10.7.175.132,2018-04-25,41.778891,12.236765,Municipio II,CO Flaminia,RETE_IDRICA,4G,-57.5,COMPRESSOR,C1,NIGHT,3280,75,100.0,107.07,5.12,15.1,21.36,27.32,48.05,413.36,70.9,61.42,2665.5,95.73,7.47,8.05,64.04,14,4,FAILURE
M-117,SN-RM-0117-38544,Gas IoT Sensor,Siemens,4.1.3,7C:5A:4B:69:3D:81,10.7.155.239,2021-09-14,41.987785,12.683291,Municipio VIII,CO Casilina,RETE_GAS,4G,-48.8,PUMP,B1,NIGHT,2314,0,72.48,87.82,3.51,10.23,30.17,33.41,83.35,389.53,49.28,41.51,1454.62,70.87,3.12,1.21,33.28,8,1,WARNING
M-118,SN-RM-0118-66446,Vibration Sensor Node,Siemens,3.0.0,46:FE:51:FD:46:58,10.7.249.179,2019-05-17,41.98032,12.393078,Municipio IV,CO Prenestina,RETE_ELETTRICA,LoRaWAN,-46.1,PUMP,C1,NIGHT,2514,16,52.74,69.84,1.83,9.28,77.6,88.96,49.79,400.81,32.33,34.84,1494.61,70.67,2.91,1.42,40.69,2,0,NORMAL
M-119,SN-RM-0119-21820,Speed Sensor Node,ABB,4.1.3,58:92:47:1C:75:C3,10.4.144.34,2018-03-02,41.738507,12.33625,Municipio XV,CO EUR,RETE_ENERGIA,WiFi,-68.2,COMPRESSOR,C1,DAY,2321,74,98.01,102.18,5.15,13.99,42.63,26.98,40.64,382.92,69.7,82.65,3033.64,70.91,19.93,7.67,93.77,12,4,FAILURE
M-120,SN-RM-0120-37999,Pump Monitor Gateway,GE Digital,3.0.0,EA:39:05:A4:AF:90,10.1.198.23,2015-10-12,41.947349,12.243694,Municipio VIII,CO EUR,RETE_IDRICA,Ethernet,-44.5,TURBINE,A1,DAY,2962,28,79.31,86.01,2.3,14.96,71.69,62.01,57.63,381.48,69.88,97.11,5579.57,60.71,1.34,1.06,66.72,0,0,NORMAL
M-121,SN-RM-0121-44897,Pressure Transmitter IoT,ABB,4.1.3,0C:F5:2E:AE:1F:7E,10.5.213.55,2020-07-14,41.763964,12.399182,Municipio X,CO Tiburtina,RETE_GAS,LoRaWAN,-65.3,PUMP,C2,DAY,1556,43,72.71,105.01,4.4,13.47,1.2,42.58,54.39,399.01,59.78,65.02,1459.61,73.46,6.74,21.44,56.84,10,3,FAILURE
M-122,SN-RM-0122-54417,Motor IoT Controller,Honeywell,4.0.0,C6:DD:29:46:58:69,10.9.119.191,2022-05-18,41.876553,12.769503,Municipio XI,CO Tiburtina,RETE_ELETTRICA,4G,-70.1,MOTOR,A1,DAY,2390,32,83.07,96.4,5.29,8.92,0.0,66.03,93.09,408.66,57.61,65.18,1931.05,72.82,17.24,9.22,24.13,10,6,FAILURE
M-123,SN-RM-0123-16991,Power Edge Controller,Bosch,3.0.0,7A:40:2E:CC:05:4C,10.4.112.87,2015-02-19,41.901414,12.257471,Municipio XV,CO EUR,RETE_ENERGIA,Ethernet,-53.4,COMPRESSOR,B1,DAY,2307,24,45.43,80.08,2.31,12.84,51.64,85.05,37.28,395.86,47.67,54.64,2759.0,59.52,0.0,0.0,49.41,4,0,NORMAL
M-124,SN-RM-0124-88497,Pump Monitor Gateway,ABB,3.2.5,7B:91:88:30:C1:2F,10.8.100.31,2023-11-02,41.849407,12.764414,Municipio XIII,CO Aurelia,RETE_IDRICA,LoRaWAN,-71.6,TURBINE,A2,DAY,998,40,100.0,100.37,3.77,14.2,29.59,53.03,48.5,402.21,94.07,99.56,5134.25,69.33,3.33,1.02,53.33,4,3,WARNING
M-125,SN-RM-0125-22734,Gas IoT Sensor,Emerson,3.0.0,18:D4:67:D0:1F:59,10.5.190.49,2018-01-04,41.852134,12.635728,Municipio IX,CO Roma Centro,RETE_GAS,WiFi,-68.0,MOTOR,A1,NIGHT,2406,38,54.14,74.24,0.56,6.69,75.58,75.53,87.76,399.34,40.35,46.16,1609.8,63.44,3.97,0.06,27.57,2,1,NORMAL
M-126,SN-RM-0126-74576,Motor IoT Controller,Schneider Electric,2.3.1,93:C3:B0:0A:05:15,10.9.195.246,2022-01-26,41.971024,12.379481,Municipio VI,CO Roma Sud,RETE_ELETTRICA,Ethernet,-54.0,COMPRESSOR,C1,DAY,2698,9,62.81,77.39,2.24,12.79,85.45,86.94,48.17,396.42,39.93,54.16,2827.85,61.26,2.88,2.79,26.38,2,0,NORMAL
M-127,SN-RM-0127-87243,Turbine IoT Gateway,ABB,4.0.0,A3:2C:E4:FB:A8:F3,10.1.59.138,2018-01-14,41.909339,12.532743,Municipio X,CO Roma Centro,RETE_ENERGIA,4G,-73.6,MOTOR,A2,DAY,805,53,67.44,70.18,1.32,7.18,62.84,89.46,57.42,402.56,48.01,62.34,1761.97,67.32,5.02,2.45,35.19,1,0,NORMAL
M-128,SN-RM-0128-74118,Smart Flow Sensor,GE Digital,3.2.5,19:DE:37:C9:3C:5A,10.7.237.203,2019-11-06,41.967693,12.471648,Municipio X,CO Roma Nord,RETE_IDRICA,LoRaWAN,-51.1,MOTOR,C2,NIGHT,1559,13,58.56,73.18,1.33,6.98,97.71,76.29,41.6,398.26,43.85,45.09,1747.81,59.34,0.07,0.78,37.52,1,0,NORMAL
M-129,SN-RM-0129-79417,Gas IoT Sensor,Emerson,3.1.2,FF:56:18:6C:EB:B9,10.2.93.198,2020-04-03,41.94007,12.374665,Municipio VI,CO Roma Nord,RETE_GAS,5G,-64.0,TURBINE,A2,NIGHT,1224,32,67.25,93.08,3.79,17.49,42.25,62.68,54.72,404.15,70.73,88.6,5180.45,58.67,1.56,0.76,37.6,3,2,MAINTENANCE
M-130,SN-RM-0130-95698,Vibration Sensor Node,Emerson,4.0.0,5C:FF:5E:64:57:13,10.5.114.24,2017-03-29,41.771724,12.549642,Municipio II,CO Aurelia,RETE_ELETTRICA,4G,-54.4,COMPRESSOR,C2,NIGHT,2950,20,45.81,67.97,2.53,9.56,82.14,83.3,58.54,397.8,53.45,54.03,2809.74,79.1,1.3,2.16,3.72,2,0,NORMAL
M-131,SN-RM-0131-62438,Turbine IoT Gateway,Yokogawa,3.2.5,37:81:B0:B6:D6:C0,10.3.37.4,2018-06-01,41.727297,12.321971,Municipio XIV,CO Flaminia,RETE_ENERGIA,4G,-61.5,COMPRESSOR,B2,DAY,2084,10,65.55,80.41,2.4,12.74,65.08,97.48,47.44,397.86,42.66,65.1,2811.08,70.1,1.86,0.0,30.86,2,0,NORMAL
